type	latitude	longitude	altitude (m)	slope (%)	distance (km)	distance_interval (m)	name	desc
T	20.567706012	-75.198941145	165.6	-16.0	51.571	78.14		
T	20.567186534	-75.199037479	157.1	-14.5	51.629	58.38		
T	20.566814773	-75.199153724	153.6	-8.3	51.672	42.91		
T	20.566444260	-75.199237230	144.4	-22.0	51.714	41.93		
T	20.566129718	-75.199256069	137.4	-20.1	51.749	34.88		
T	20.565871992	-75.199240720	132.5	-16.9	51.778	28.58		
T	20.565642627	-75.199256841	129.5	-12.0	51.803	25.45		
T	20.565413350	-75.199273635	128.0	-5.8	51.829	25.44		
T	20.565382469	-75.199247614	127.9	-1.4	51.833	4.36		
T	20.565786109	-75.199246457	131.3	7.4	51.878	44.69		
T	20.566414843	-75.199208045	143.6	17.7	51.947	69.72		
T	20.567107886	-75.199224641	156.2	16.5	52.024	76.75		
T	20.567924044	-75.199230141	165.1	9.8	52.114	90.36		
T	20.568933767	-75.199211981	179.8	13.1	52.226	111.80		
T	20.569907450	-75.199134303	147.0	-30.3	52.334	108.10		
T	20.570654085	-75.199063198	147.8	0.9	52.417	82.99		
T	20.571379978	-75.198884986	161.7	16.9	52.500	82.48		
T	20.572039946	-75.198717429	167.0	7.0	52.575	75.13		
T	20.572579225	-75.198492836	189.4	34.9	52.639	64.13		
T	20.573017795	-75.198183233	167.5	-37.4	52.697	58.31		
T	20.573351360	-75.198022300	147.5	-49.4	52.738	40.56		
T	20.573495237	-75.197932380	142.4	-27.5	52.756	18.48		
T	20.572935850	-75.198071769	170.8	44.6	52.820	63.61		
T	20.571962483	-75.198310531	174.0	2.9	52.931	110.60		
T	20.570936018	-75.198441885	153.8	-17.6	53.045	114.46		
T	20.569731598	-75.198647450	159.3	4.0	53.180	135.05		
T	20.568323911	-75.199052591	171.6	7.6	53.342	161.47		
T	20.567230345	-75.199368317	158.2	-10.7	53.467	125.47		
T	20.566259113	-75.199803868	144.3	-12.0	53.584	116.72		
T	20.565127838	-75.200113551	123.3	-16.2	53.713	129.34		
T	20.564049477	-75.200507566	120.8	-1.9	53.839	126.26		
T	20.563211026	-75.200812655	108.2	-12.8	53.938	98.13		
T	20.562544202	-75.201114715	108.6	0.4	54.018	80.26		
T	20.561883600	-75.201351519	111.5	3.7	54.095	77.19		
T	20.561527943	-75.201439440	114.6	7.8	54.135	40.43		
T	20.561391144	-75.201448998	115.1	3.2	54.151	15.18		
T	20.561829938	-75.201417006	113.2	-3.9	54.199	48.69		
T	20.562602459	-75.201233485	109.5	-4.2	54.287	87.64		
T	20.563442265	-75.201039251	108.2	-1.3	54.382	95.16		
T	20.564349979	-75.200839790	111.3	3.0	54.485	102.62		
T	20.565150572	-75.200653866	119.1	8.6	54.575	90.73		
T	20.565775549	-75.200493515	127.6	11.9	54.647	71.18		
T	20.566348084	-75.200461136	136.1	13.5	54.710	63.48		
T	20.566749992	-75.200438658	148.7	28.2	54.755	44.56		
T	20.567126862	-75.200414620	149.7	2.4	54.796	41.80		
T	20.567722378	-75.200491390	154.1	6.6	54.863	66.41		
T	20.568233152	-75.200447356	153.0	-2.0	54.920	56.73		
T	20.568761127	-75.200390762	146.4	-11.3	54.978	58.75		
T	20.569247158	-75.200286664	141.9	-8.1	55.033	54.89		
T	20.569824575	-75.200113084	148.1	9.3	55.100	66.44		
T	20.570389028	-75.199952406	151.9	5.9	55.164	64.70		
T	20.570902891	-75.199789047	167.7	26.7	55.224	59.39		
T	20.571323603	-75.199666894	177.7	20.6	55.272	48.29		
T	20.571747422	-75.199510524	170.8	-13.9	55.322	49.67		
T	20.572144911	-75.199386235	168.9	-4.2	55.368	45.88		
T	20.572448938	-75.199269743	179.7	30.3	55.403	35.78		
T	20.572707452	-75.199080638	186.3	19.0	55.438	34.75		
T	20.572706461	-75.199048646	186.7	11.9	55.441	3.34		
T	20.572565258	-75.199037716	185.8	-5.8	55.457	15.67		
T	20.572196942	-75.198964996	167.6	-43.9	55.499	41.48		
T	20.571741384	-75.198896068	160.5	-14.0	55.550	50.94		
T	20.571014503	-75.198812948	152.3	-10.1	55.631	80.94		
T	20.570071423	-75.198780411	147.4	-4.6	55.735	104.46		
T	20.569079820	-75.198815333	190.2	38.9	55.845	109.84		
T	20.568248625	-75.198756106	175.0	-16.5	55.937	92.23		
T	20.567722982	-75.198666218	171.1	-6.7	55.996	58.94		
T	20.567318616	-75.198627964	164.8	-13.9	56.041	44.95		
T	20.567058784	-75.198581052	158.7	-20.9	56.070	29.18		
T	20.566741987	-75.198537717	152.1	-18.8	56.105	35.36		
T	20.566684086	-75.198509938	150.9	-16.2	56.113	7.03		
T	20.566826887	-75.198469854	153.4	14.8	56.129	16.35		
T	20.567284938	-75.198347584	162.5	17.4	56.181	52.29		
T	20.568144895	-75.198173220	176.8	14.8	56.278	96.93		
T	20.569125194	-75.198119352	198.6	20.0	56.387	108.68		
T	20.570212615	-75.197829350	177.8	-16.7	56.511	124.13		
T	20.571345182	-75.197636312	168.5	-7.3	56.638	126.99		
T	20.572382099	-75.197428288	189.5	18.0	56.755	116.83		
T	20.573507060	-75.197238299	157.6	-25.3	56.881	126.11		
T	20.574506801	-75.197211703	143.9	-12.3	56.992	110.72		
T	20.575238288	-75.197229350	137.9	-7.5	57.073	81.00		
T	20.575817951	-75.197349375	117.2	-31.6	57.138	65.38		
T	20.576129913	-75.197484450	122.9	15.3	57.175	37.30		
T	20.576200985	-75.197611829	124.9	13.5	57.191	15.44		
T	20.576175310	-75.197677707	123.3	-21.5	57.198	7.43		
T	20.576090845	-75.197778180	119.5	-27.5	57.212	14.04		
T	20.575771805	-75.198035509	108.1	-25.6	57.257	44.36		
T	20.575114729	-75.198512989	115.7	8.5	57.345	88.15		
T	20.574221938	-75.199050331	142.3	23.5	57.458	113.62		
T	20.573096063	-75.199762909	185.7	29.9	57.603	145.11		
T	20.572251561	-75.200299596	190.9	4.7	57.712	108.96		
T	20.571402872	-75.200738656	183.1	-7.5	57.817	104.52		
T	20.570712935	-75.201145901	174.0	-10.4	57.904	87.39		
T	20.570250855	-75.201418872	162.2	-20.1	57.963	58.54		
T	20.569986214	-75.201527292	153.3	-28.4	57.994	31.40		
T	20.569685358	-75.201577480	146.2	-21.1	58.028	33.72		
T	20.569652290	-75.201420373	151.1	29.1	58.045	16.78		
T	20.569765441	-75.201353707	155.9	34.0	58.059	14.33		
T	20.569929607	-75.201128851	166.0	33.8	58.089	29.66		
T	20.570266730	-75.200801660	170.1	8.1	58.139	50.57		
T	20.570651912	-75.200362293	161.0	-14.5	58.202	62.59		
T	20.571140229	-75.199874574	173.9	17.4	58.276	74.22		
T	20.571629974	-75.199384924	168.7	-7.1	58.351	74.47		
T	20.572104618	-75.198906360	164.7	-5.4	58.423	72.46		
T	20.572580480	-75.198524550	189.5	37.6	58.489	66.03		
T	20.573128513	-75.198096818	160.8	-38.1	58.564	75.30		
T	20.573642544	-75.197906445	137.1	-39.5	58.625	60.27		
T	20.573975239	-75.197848538	129.4	-20.6	58.662	37.32		
T	20.574260283	-75.197840077	123.2	-19.6	58.694	31.57		
T	20.574378799	-75.197916870	119.7	-22.9	58.709	15.37		
T	20.574532836	-75.197989415	116.5	-17.2	58.728	18.66		
T	20.574609634	-75.198244889	118.0	5.3	58.755	27.96		
T	20.574685879	-75.198501147	122.6	16.6	58.784	28.02		
T	20.574680675	-75.198773500	130.4	27.4	58.812	28.40		
T	20.574546154	-75.199106566	142.1	30.9	58.850	37.79		
T	20.574334111	-75.199483920	153.2	24.3	58.896	45.82		
T	20.573945872	-75.199880264	166.9	23.0	58.955	59.63		
T	20.573569435	-75.200299937	186.2	31.9	59.016	60.43		
T	20.573208183	-75.200610444	197.4	21.8	59.067	51.46		
T	20.572868828	-75.200858983	196.9	-1.1	59.113	45.64		
T	20.572567278	-75.201004066	189.1	-21.2	59.149	36.65		
T	20.572321575	-75.201051455	184.5	-16.7	59.177	27.65		
T	20.572160508	-75.201000610	184.3	-0.9	59.196	18.60		
T	20.572092609	-75.200943620	185.7	14.3	59.205	9.58		
T	20.572043347	-75.200762842	189.3	18.4	59.225	19.62		
T	20.572037665	-75.200475170	190.4	3.5	59.255	30.00		
T	20.572129174	-75.200047969	184.6	-12.7	59.300	45.68		
T	20.572266349	-75.199411468	172.2	-18.1	59.369	68.08		
T	20.572622595	-75.198677082	189.4	19.9	59.455	86.13		
T	20.573050968	-75.198080431	165.3	-30.8	59.533	78.22		
T	20.573394076	-75.197602588	149.5	-25.2	59.596	62.65		
T	20.573718742	-75.197204553	156.1	12.0	59.650	54.90		
T	20.574086593	-75.197027299	157.3	2.7	59.695	44.72		
T	20.574196894	-75.197040909	154.7	-21.4	59.707	12.29		
T	20.574344796	-75.197081173	150.7	-23.7	59.724	16.90		
T	20.574520422	-75.197301889	140.4	-34.2	59.754	30.13		
T	20.574756089	-75.197737967	120.2	-38.4	59.807	52.42		
T	20.574934476	-75.198435699	116.4	-5.1	59.882	75.38		
T	20.575042527	-75.199247497	135.8	22.7	59.968	85.48		
T	20.574988994	-75.200148247	149.2	14.3	60.062	94.10		
T	20.574817329	-75.201241640	161.0	10.2	60.177	115.57		
T	20.574562928	-75.202334733	196.0	29.9	60.295	117.40		
T	20.574458878	-75.203119361	189.2	-8.3	60.377	82.61		
T	20.574324091	-75.203765832	172.3	-24.5	60.446	69.03		
T	20.574282803	-75.204148197	160.4	-29.4	60.487	40.13		
T	20.574165554	-75.204348346	155.0	-22.1	60.511	24.58		
T	20.573948481	-75.204422948	152.5	-9.8	60.536	25.26		
T	20.573849774	-75.204428336	152.0	-4.6	60.547	10.94		
T	20.573717246	-75.204370400	151.9	-0.7	60.563	15.87		
T	20.573621070	-75.204211709	151.2	-3.6	60.583	19.68		
T	20.573534374	-75.203927446	151.3	0.4	60.614	31.15		
T	20.573390380	-75.203482061	155.5	8.4	60.663	49.10		
T	20.573199553	-75.202795121	174.0	24.8	60.738	74.67		
T	20.573130196	-75.201913694	178.4	4.8	60.830	92.22		
T	20.573193366	-75.201026376	194.9	17.7	60.923	92.78		
T	20.573319077	-75.200235201	188.5	-7.5	61.007	83.66		
T	20.573494445	-75.199638151	173.3	-23.5	61.072	65.21		
T	20.573658690	-75.199340655	162.6	-29.7	61.108	35.95		
T	20.573816592	-75.199145346	153.9	-32.4	61.135	26.84		
T	20.573957267	-75.199193466	150.8	-18.6	61.151	16.36		
T	20.574121762	-75.199410912	152.7	6.6	61.180	29.08		
T	20.574209109	-75.199740898	159.9	19.9	61.216	35.74		
T	20.574367958	-75.200392450	165.0	7.3	61.286	70.17		
T	20.574487019	-75.201246987	163.3	-1.8	61.376	90.07		
T	20.574529666	-75.202173197	194.8	32.5	61.473	96.68		
T	20.574612979	-75.203210675	195.1	0.3	61.581	108.56		
T	20.574786424	-75.204158337	168.7	-26.2	61.682	100.65		
T	20.574856637	-75.205260211	163.1	-4.9	61.797	115.15		
T	20.574844110	-75.206434059	138.6	-20.0	61.919	122.40		
T	20.574852078	-75.207288396	107.1	-35.4	62.008	89.08		
T	20.574817448	-75.207955059	92.2	-21.5	62.078	69.61		
T	20.574670828	-75.208327728	85.5	-15.8	62.120	42.11		
T	20.574604844	-75.208329476	84.8	-10.1	62.127	7.31		
T	20.574527883	-75.208164483	86.3	8.0	62.147	19.20		
T	20.574397498	-75.207834414	89.8	9.3	62.184	37.32		
T	20.574313601	-75.207173201	97.5	11.1	62.254	69.56		
T	20.574255500	-75.206322276	127.1	33.2	62.343	88.95		
T	20.574270560	-75.205478842	159.9	37.3	62.430	87.95		
T	20.574337124	-75.204632983	153.4	-7.3	62.519	88.50		
T	20.574407211	-75.203920692	170.8	23.3	62.594	74.67		
T	20.574476084	-75.203473559	185.2	30.5	62.641	47.24		
T	20.574636576	-75.203080864	197.7	27.9	62.686	44.63		
T	20.574776293	-75.203168058	201.4	20.4	62.703	17.94		
T	20.574881197	-75.203356570	200.2	-5.0	62.726	22.83		
T	20.575014242	-75.203733881	188.8	-27.2	62.768	42.01		
T	20.575148584	-75.204369351	169.8	-27.9	62.836	67.90		
T	20.575213411	-75.205277541	162.5	-7.8	62.931	94.96		
T	20.575157934	-75.206326426	159.0	-3.1	63.041	109.53		
T	20.575214840	-75.207442774	118.0	-35.2	63.157	116.56		
T	20.575250112	-75.208647697	78.4	-31.5	63.283	125.69		
T	20.575199418	-75.209727870	71.4	-6.2	63.396	112.76		
T	20.575110049	-75.210472436	67.7	-4.8	63.474	78.26		
T	20.574931672	-75.210913542	62.5	-10.4	63.524	50.05		
T	20.574831297	-75.210947962	62.8	3.1	63.536	11.68		
T	20.574761126	-75.210914596	63.6	8.9	63.544	8.51		
T	20.574685063	-75.210780053	66.4	17.5	63.561	16.36		
T	20.574598760	-75.210477234	71.5	15.3	63.594	32.99		
T	20.574533351	-75.209873115	70.9	-0.9	63.657	63.40		
T	20.574491624	-75.209135797	77.2	8.2	63.734	77.01		
T	20.574441496	-75.208333892	82.9	6.9	63.818	83.79		
T	20.574372526	-75.207602170	92.5	12.5	63.894	76.67		
T	20.574390284	-75.207038679	101.8	15.8	63.953	58.78		
T	20.574404423	-75.206709454	114.0	35.6	63.988	34.36		
T	20.574342657	-75.206515270	120.9	31.9	64.009	21.37		
T	20.574319475	-75.206352874	126.7	34.0	64.026	17.13		
T	20.574332497	-75.206027593	140.7	41.3	64.060	33.95		
T	20.574304138	-75.205542863	160.0	38.1	64.111	50.64		
T	20.574327618	-75.204924564	154.7	-8.2	64.175	64.52		
T	20.574418341	-75.204402466	155.4	1.3	64.231	55.35		
T	20.574487085	-75.203822191	176.1	34.0	64.291	60.98		
T	20.574557916	-75.203309372	191.7	28.9	64.346	54.04		
T	20.574630289	-75.202952152	198.7	18.2	64.384	38.10		
T	20.574561796	-75.202826509	197.1	-10.5	64.399	15.14		
T	20.574424320	-75.203023881	188.8	-32.4	64.424	25.60		
T	20.574324071	-75.202965428	186.4	-19.0	64.437	12.66		
T	20.574279292	-75.202841160	186.7	2.4	64.451	13.87		
T	20.574275972	-75.202580811	191.1	16.1	64.478	27.15		
T	20.574325961	-75.202189825	197.4	15.2	64.519	41.14		
T	20.574438317	-75.201750387	186.6	-22.7	64.567	47.48		
T	20.574597435	-75.201233902	161.5	-44.2	64.623	56.66		
T	20.574732714	-75.200711905	153.9	-13.5	64.680	56.45		
T	20.574879948	-75.200294749	152.0	-4.1	64.726	46.45		
T	20.574995668	-75.199977750	148.8	-8.9	64.762	35.45		
T	20.575194526	-75.199644557	135.4	-32.7	64.803	41.13		
T	20.575344720	-75.199556726	128.9	-33.9	64.822	18.98		
T	20.575568076	-75.199527168	127.0	-7.9	64.847	24.92		
T	20.575675127	-75.199582628	129.7	20.8	64.860	13.19		
T	20.575742657	-75.199644315	132.0	23.4	64.870	9.86		
T	20.575767621	-75.199781083	135.7	25.7	64.884	14.52		
T	20.575781844	-75.200057888	143.7	27.6	64.913	28.90		
T	20.575813392	-75.200325169	150.6	24.4	64.941	28.09		
T	20.575883026	-75.200688224	153.6	7.8	64.980	38.63		
T	20.575920562	-75.201086588	147.9	-13.6	65.022	41.74		
T	20.575911774	-75.201626351	144.5	-6.0	65.078	56.28		
T	20.575709921	-75.202802226	178.1	26.9	65.203	124.62		
T	20.575614434	-75.203541322	195.4	22.3	65.280	77.78		
T	20.575677877	-75.204084181	183.7	-20.5	65.337	57.03		
T	20.575720234	-75.204536136	168.2	-32.6	65.385	47.35		
T	20.575629604	-75.205062295	162.1	-11.1	65.440	55.77		
T	20.575561180	-75.205527498	170.4	16.9	65.490	49.09		
T	20.575562762	-75.206018266	177.3	13.6	65.541	51.17		
T	20.575545274	-75.206477144	167.0	-21.6	65.589	47.88		
T	20.575508736	-75.206871948	145.4	-52.1	65.630	41.36		
T	20.575462440	-75.207302284	130.7	-32.6	65.675	45.16		
T	20.575448327	-75.207735272	110.2	-45.3	65.720	45.17		
T	20.575432818	-75.208037112	94.6	-49.6	65.752	31.52		
T	20.575451675	-75.208373053	85.9	-24.8	65.787	35.09		
T	20.575445188	-75.208642542	82.2	-13.2	65.815	28.11		
T	20.575429110	-75.208811604	81.7	-2.5	65.833	17.72		
T	20.575461243	-75.208473703	84.6	8.1	65.868	35.41		
T	20.575443227	-75.207702041	111.8	33.8	65.949	80.48		
T	20.575376160	-75.206974752	137.5	33.7	66.025	76.19		
T	20.575258854	-75.206192995	170.2	39.6	66.107	82.54		
T	20.575213411	-75.205277541	162.5	-8.1	66.203	95.58		
T	20.575138782	-75.204240155	172.8	9.5	66.311	108.47		
T	20.575042784	-75.203216360	204.1	29.2	66.419	107.27		
T	20.575063092	-75.202156045	173.7	-27.5	66.529	110.57		
T	20.575116496	-75.201139414	159.7	-13.2	66.635	106.16		
T	20.575128916	-75.200333940	147.1	-15.0	66.719	83.99		
T	20.575086355	-75.199590644	139.8	-9.4	66.797	77.64		
T	20.575015712	-75.199078440	133.2	-12.3	66.851	53.97		
T	20.574901324	-75.198607169	122.3	-21.4	66.902	50.74		
T	20.574787918	-75.198187314	114.6	-16.9	66.947	45.54		
T	20.574704587	-75.197902101	116.4	5.6	66.978	31.14		
T	20.574569493	-75.197701800	123.3	26.9	67.004	25.69		
T	20.574593310	-75.197886323	117.6	-29.0	67.024	19.42		
T	20.574645285	-75.198172779	116.3	-4.5	67.054	30.42		
T	20.574758940	-75.198625288	124.9	17.6	67.103	48.83		
T	20.574797723	-75.199107326	138.6	27.1	67.153	50.44		
T	20.574820915	-75.199896371	151.6	15.8	67.236	82.31		
T	20.574873371	-75.200763737	153.5	2.1	67.326	90.62		
T	20.574977301	-75.201695034	173.3	20.3	67.424	97.78		
T	20.575016654	-75.202493014	192.3	22.8	67.507	83.31		
T	20.575138051	-75.203277141	202.4	12.2	67.590	82.85		
T	20.575338557	-75.204038364	180.7	-26.4	67.672	82.41		
T	20.575480180	-75.204741946	163.9	-22.3	67.748	75.01		
T	20.575625946	-75.205326991	166.0	3.3	67.811	63.10		
T	20.575713275	-75.205848585	176.1	18.3	67.866	55.23		
T	20.575728693	-75.206275332	176.1	0.1	67.910	44.53		
T	20.575722946	-75.206668050	160.4	-38.5	67.951	40.95		
T	20.575753055	-75.206930254	149.6	-39.0	67.979	27.54		
T	20.575664114	-75.207097654	142.3	-36.4	67.999	20.04		
T	20.575626620	-75.206868324	148.9	27.3	68.023	24.27		
T	20.575570777	-75.206443638	169.7	46.4	68.068	44.71		
T	20.575586847	-75.205886239	176.4	11.5	68.126	58.14		
T	20.575626272	-75.205227961	164.1	-17.8	68.195	68.77		
T	20.575655013	-75.204539237	168.5	6.0	68.267	71.88		
T	20.575646678	-75.203762730	192.6	29.8	68.348	80.96		
T	20.575632292	-75.202975348	182.4	-12.4	68.430	82.11		
T	20.575766911	-75.202217903	159.4	-28.6	68.510	80.37		
T	20.575958152	-75.201451222	142.6	-20.4	68.593	82.69		
T	20.576070056	-75.200901986	146.3	6.4	68.651	58.59		
T	20.576182330	-75.200721029	144.6	-7.8	68.674	22.59		
T	20.576186961	-75.201156595	140.5	-9.0	68.719	45.42		
T	20.576166337	-75.201937274	147.0	8.1	68.801	81.43		
T	20.576080434	-75.202835331	178.1	33.0	68.895	94.11		
T	20.576069394	-75.203965392	189.2	9.4	69.013	117.83		
T	20.576079782	-75.205274827	170.5	-13.7	69.149	136.53		
T	20.576210340	-75.206718443	182.3	7.8	69.300	151.21		
T	20.576551022	-75.208308609	107.7	-43.9	69.471	170.03		
T	20.576695164	-75.209876015	74.6	-20.2	69.635	164.20		
T	20.576659382	-75.211112651	60.0	-11.3	69.764	128.99		
T	20.576654670	-75.212143995	48.3	-10.9	69.871	107.53		
T	20.576616418	-75.212829896	47.7	-0.8	69.943	71.64		
T	20.576518287	-75.213135597	51.7	11.9	69.977	33.67		
T	20.576546061	-75.212896950	49.8	-7.9	70.002	25.07		
T	20.576596442	-75.212350183	48.3	-2.6	70.059	57.28		
T	20.576627114	-75.211764552	55.5	11.9	70.120	61.15		
T	20.576720308	-75.210941094	62.0	7.5	70.207	86.47		
T	20.576770231	-75.209909540	72.2	9.5	70.314	107.69		
T	20.576776088	-75.208813735	88.1	13.9	70.428	114.25		
T	20.576580162	-75.207666488	136.2	39.6	70.550	121.56		
T	20.576372631	-75.206483020	184.0	38.1	70.676	125.51		
T	20.576275381	-75.205365758	173.1	-9.3	70.793	116.98		
T	20.576233234	-75.204248672	174.0	0.7	70.909	116.56		
T	20.576176755	-75.203402547	193.6	22.2	70.998	88.44		
T	20.576240759	-75.202718464	169.8	-33.2	71.069	71.67		
T	20.576205119	-75.202344888	157.7	-30.8	71.108	39.15		
T	20.576178494	-75.202244300	154.9	-26.2	71.119	10.89		
T	20.576197871	-75.202414262	160.4	31.2	71.137	17.85		
T	20.576087330	-75.202766591	175.7	39.4	71.176	38.72		
T	20.576027758	-75.203513981	195.2	25.0	71.254	78.20		
T	20.576048106	-75.204487286	166.2	-28.6	71.356	101.50		
T	20.576083408	-75.205670742	174.5	6.7	71.479	123.45		
T	20.576225798	-75.206849525	174.9	0.4	71.603	123.91		
T	20.576616775	-75.208306798	108.1	-42.3	71.761	157.98		
T	20.576635182	-75.210013474	75.1	-18.6	71.939	177.95		
T	20.576693319	-75.211661979	57.0	-10.5	72.111	171.99		
T	20.576779370	-75.213380053	49.8	-4.0	72.290	179.38		
T	20.576745335	-75.214880169	47.7	-1.3	72.447	156.45		
T	20.576711893	-75.216108964	47.3	-0.3	72.575	128.17		
T	20.576734208	-75.216928186	48.8	1.7	72.660	85.45		
T	20.576886953	-75.217444742	51.0	3.9	72.717	56.45		
T	20.576949675	-75.217644722	51.5	2.5	72.739	21.98		
T	20.576955513	-75.217412842	50.7	-3.6	72.763	24.18		
T	20.576944344	-75.217002689	48.4	-5.3	72.806	42.78		
T	20.576925718	-75.216319107	48.9	0.7	72.877	71.30		
T	20.576903375	-75.215498774	46.8	-2.5	72.963	85.56		
T	20.577020576	-75.214680695	46.9	0.1	73.049	86.27		
T	20.576998654	-75.213859721	48.1	1.4	73.134	85.63		
T	20.576985662	-75.212973597	45.5	-2.8	73.227	92.40		
T	20.577015783	-75.212079322	49.1	3.9	73.320	93.30		
T	20.577031658	-75.211251032	58.6	11.0	73.406	86.38		
T	20.576976061	-75.210493576	65.6	8.9	73.486	79.21		
T	20.576971731	-75.209736173	68.6	3.8	73.565	78.97		
T	20.576914698	-75.209290223	77.6	19.2	73.612	46.92		
T	20.576852154	-75.209051999	82.1	17.3	73.637	25.78		
T	20.576774970	-75.209292718	79.6	-9.4	73.664	26.51		
T	20.576680183	-75.209705151	75.9	-8.5	73.708	44.26		
T	20.576566143	-75.210459424	69.1	-8.4	73.788	79.65		
T	20.576416705	-75.211283283	61.1	-9.2	73.875	87.48		
T	20.576342642	-75.212380523	52.9	-7.2	73.990	114.69		
T	20.576244792	-75.213606861	52.1	-0.7	74.118	128.32		
T	20.576148951	-75.215034313	51.5	-0.4	74.267	149.21		
T	20.576063985	-75.216398688	43.1	-5.9	74.410	142.56		
T	20.576099652	-75.217690567	44.1	0.8	74.545	134.75		
T	20.576123242	-75.218907259	51.9	6.1	74.672	126.88		
T	20.576236851	-75.220009362	42.3	-8.3	74.787	115.59		
T	20.576278580	-75.220841809	39.6	-3.1	74.874	86.91		
T	20.576346625	-75.221504664	41.3	2.5	74.944	69.52		
T	20.576381149	-75.221506678	41.9	14.3	74.948	3.83		
T	20.576371276	-75.221331696	41.6	-1.7	74.966	18.28		
T	20.576418378	-75.220917437	40.8	-1.8	75.009	43.50		
T	20.576383424	-75.220222903	41.5	1.0	75.082	72.52		
T	20.576417992	-75.219466648	45.6	5.2	75.161	78.94		
T	20.576526721	-75.218851062	56.1	16.0	75.226	65.30		
T	20.576515064	-75.218375378	53.2	-5.9	75.276	49.61		
T	20.576505887	-75.217934636	49.7	-7.5	75.322	45.96		
T	20.576505866	-75.217432229	50.2	0.9	75.374	52.38		
T	20.576495648	-75.217057346	49.3	-2.2	75.413	39.10		
T	20.576461098	-75.217056295	49.2	-2.7	75.417	3.83		
T	20.576431204	-75.217225573	49.3	0.5	75.435	17.96		
T	20.576404106	-75.217496945	49.2	-0.5	75.463	28.45		
T	20.576339934	-75.217798806	48.4	-2.4	75.496	32.26		
T	20.576342801	-75.218168396	50.9	6.5	75.534	38.54		
T	20.576284532	-75.218606881	55.1	9.1	75.580	46.17		
T	20.576293110	-75.218979712	52.2	-7.3	75.619	38.88		
T	20.576309162	-75.219357938	46.2	-15.4	75.659	39.47		
T	20.576406655	-75.219258288	48.1	12.7	75.674	14.98		
T	20.576502364	-75.219123818	52.1	23.1	75.691	17.57		
T	20.576562284	-75.218920036	55.9	16.8	75.714	22.26		
T	20.576691341	-75.218652088	56.0	0.4	75.745	31.38		
T	20.576792427	-75.218620991	55.1	-7.2	75.757	11.65		
T	20.576728630	-75.218789116	56.3	6.3	75.775	18.90		
T	20.576672847	-75.219096334	55.5	-2.6	75.808	32.62		
T	20.576699555	-75.219583310	50.6	-9.7	75.859	50.86		
T	20.576719406	-75.220032492	50.3	-0.6	75.906	46.88		
T	20.576734455	-75.220378127	48.2	-5.7	75.942	36.07		
T	20.576745085	-75.220620280	45.9	-9.0	75.967	25.27		
